target_node,root_cause_node,issue_type,severity,affected_column,paths,IssueNumber,DetailedPathDescription,timestamp,textual_representation,structured_textual_summary
lambda_step_priceGreaterThan55,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.121540479,latency_p50,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']",0_11,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function, to lambda_step_priceGreaterThan55.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.121540479 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda, Target Node: lambda_step_priceGreaterThan55, Affected Metric: latency_p50. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.121540479, Root Cause: lambda_step_priceGreaterThan55_AWS::Lambda."
SimpleNotificationService_AWS::SimpleNotificationService,PetSite,latency,0.094947362,latency_p50,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",2_14,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.094947362 was detected. Root Cause Node: PetSite, Target Node: SimpleNotificationService_AWS::SimpleNotificationService, Affected Metric: latency_p50. Path: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.094947362, Root Cause: PetSite."
AWS::StepFunctions::StateMachine,lambda_step_readDDB_AWS::Lambda,latency,0.083213425,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",0_17,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_readDDB_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.083213425 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.083213425, Root Cause: lambda_step_readDDB_AWS::Lambda."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.055943205,latency_p50,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",0_28,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.055943205 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p50. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.055943205, Root Cause: AWS::StepFunctions::StateMachine."
petlistadoptions_AWS::ECS::Fargate,petInfo_AWS::DynamoDB::Table,latency,0.065924132,availability_Average,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",2_4,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.065924132 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: availability_Average. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.065924132, Root Cause: petInfo_AWS::DynamoDB::Table."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.036039326,latency_p50,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",0_0,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.036039326 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p50. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.036039326, Root Cause: petInfo_AWS::DynamoDB::Table."
payforadoption_AWS::ECS::Container,adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL,latency,0.058135487,latency_p50,"['payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']",0_23,The path of the issue is from payforadoption_AWS::ECS::Container to adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.058135487 was detected. Root Cause Node: adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.058135487, Root Cause: adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL."
Servi-searc.us-west-2.elb.amazonaws.com_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.086717001,latency_p99,"['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']",0_45,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to Servi-searc.us-west-2.elb.amazonaws.com_remote.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.086717001 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: Servi-searc.us-west-2.elb.amazonaws.com_remote, Affected Metric: latency_p99. Path: ['petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.086717001, Root Cause: petlistadoptions_AWS::ECS::Fargate."
AWS::StepFunctions::StateMachine,lambda_step_priceLessThan55_AWS::Lambda,latency,0.031525818,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",0_7,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.031525818 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.031525818, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
petInfo_AWS::DynamoDB::Table,lambdastatusupdater_AWS::Lambda,latency,0.044543976,latency_p95,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",0_44,"The path of the issue is from lambdastatusupdater_AWS::Lambda, through lambdastatusupdater_AWS::Lambda::Function, to petInfo_AWS::DynamoDB::Table.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.044543976 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: petInfo_AWS::DynamoDB::Table, Affected Metric: latency_p95. Path: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.044543976, Root Cause: lambdastatusupdater_AWS::Lambda."
PetSite,servi-searc.us-west-2.elb.amazonaws.com_remote,latency,0.051952722,latency_p95,"['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']",1_18,The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.051952722 was detected. Root Cause Node: servi-searc.us-west-2.elb.amazonaws.com_remote, Target Node: PetSite, Affected Metric: latency_p95. Path: ['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.051952722, Root Cause: servi-searc.us-west-2.elb.amazonaws.com_remote."
invalid_AWS::DynamoDB::Table,payforadoption_AWS::ECS::Container,latency,0.120055467,latency_p50,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']",1_38,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function, to invalid_AWS::DynamoDB::Table.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.120055467 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: invalid_AWS::DynamoDB::Table, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.120055467, Root Cause: payforadoption_AWS::ECS::Container."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,petlistadoptions_AWS::ECS::Fargate,latency,0.094520757,latency_p90,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_16,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.094520757 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p90. Path: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.094520757, Root Cause: petlistadoptions_AWS::ECS::Fargate."
AWS::StepFunctions::StateMachine,PetSite,latency,0.047682695,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",0_27,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceGreaterThan55_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.047682695 was detected. Root Cause Node: PetSite, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.047682695, Root Cause: PetSite."
SimpleNotificationService_AWS::SimpleNotificationService,PetSite,latency,0.10875513,availability_Average,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",0_19,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.10875513 was detected. Root Cause Node: PetSite, Target Node: SimpleNotificationService_AWS::SimpleNotificationService, Affected Metric: availability_Average. Path: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.10875513, Root Cause: PetSite."
lambda_step_readDDB_AWS::Lambda::Function,lambda_step_readDDB,latency,0.061877853,availability_Average,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",1_39,The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.061877853 was detected. Root Cause Node: lambda_step_readDDB, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: availability_Average. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.061877853, Root Cause: lambda_step_readDDB."
servi-petsi.us-west-2.elb.amazonaws.com_remote,PetSite,latency,0.10535873,latency_p50,"['PetSite', 'servi-petsi.us-west-2.elb.amazonaws.com_remote']",2_47,The path of the issue is from PetSite to servi-petsi.us-west-2.elb.amazonaws.com_remote.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.10535873 was detected. Root Cause Node: PetSite, Target Node: servi-petsi.us-west-2.elb.amazonaws.com_remote, Affected Metric: latency_p50. Path: ['PetSite', 'servi-petsi.us-west-2.elb.amazonaws.com_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.10535873, Root Cause: PetSite."
STS_AWS::STS,PetSite,latency,0.097222426,latency_p90,"['PetSite', 'STS_AWS::STS']",1_2,The path of the issue is from PetSite to STS_AWS::STS.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.097222426 was detected. Root Cause Node: PetSite, Target Node: STS_AWS::STS, Affected Metric: latency_p90. Path: ['PetSite', 'STS_AWS::STS']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.097222426, Root Cause: PetSite."
PetSite,DynamoDB_AWS::DynamoDB,latency,0.075993088,latency_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_36,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.075993088 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.075993088, Root Cause: DynamoDB_AWS::DynamoDB."
AWS::StepFunctions::StateMachine,lambda_step_priceLessThan55_AWS::Lambda,latency,0.115283203,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_48,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.115283203 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.115283203, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
PetSite,www.amazon.com_remote,latency,0.040082266,latency_Average,"['PetSite', 'payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']",2_22,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to www.amazon.com_remote.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.040082266 was detected. Root Cause Node: www.amazon.com_remote, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.040082266, Root Cause: www.amazon.com_remote."
petInfo_AWS::DynamoDB::Table,PetSearch_client,latency,0.115230519,latency_Average,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",0_35,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.115230519 was detected. Root Cause Node: PetSearch_client, Target Node: petInfo_AWS::DynamoDB::Table, Affected Metric: latency_Average. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.115230519, Root Cause: PetSearch_client."
lambda_step_readDDB_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.076337225,latency_p90,"['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",2_21,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.076337225 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p90. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.076337225, Root Cause: AWS::StepFunctions::StateMachine."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.055445766,latency_p95,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",1_1,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.055445766 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p95. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.055445766, Root Cause: petInfo_AWS::DynamoDB::Table."
PetSearch_client,169.254.170.2_remote,latency,0.089179984,availability_Average,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_18,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.089179984 was detected. Root Cause Node: 169.254.170.2_remote, Target Node: PetSearch_client, Affected Metric: availability_Average. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.089179984, Root Cause: 169.254.170.2_remote."
PetSite,lambda_step_priceLessThan55_AWS::Lambda,latency,0.104768587,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",0_21,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda, to lambda_step_priceLessThan55_AWS::Lambda::Function.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.104768587 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.104768587, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
PetSearch_AWS::ECS::Fargate,petlistadoptions_AWS::ECS::Fargate,latency,0.101824097,availability_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_46,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.101824097 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: availability_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.101824097, Root Cause: petlistadoptions_AWS::ECS::Fargate."
lambda_step_readDDB_AWS::Lambda::Function,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.093556343,latency_p95,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']",2_23,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to SSM_AWS::SSM.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.093556343 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: latency_p95. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.093556343, Root Cause: StepFnStateMachine76D362E8-T67Tg48ke8oK_client."
petlistadoptions_AWS::ECS::Fargate,AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,latency,0.030726956,latency_p99,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_13,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.030726956 was detected. Root Cause Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.030726956, Root Cause: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement."
SimpleSystemsManagement_AWS::SimpleSystemsManagement,PetSite,latency,0.068374992,availability_Average,"['PetSite', 'SimpleSystemsManagement_AWS::SimpleSystemsManagement']",2_45,The path of the issue is from PetSite to SimpleSystemsManagement_AWS::SimpleSystemsManagement.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.068374992 was detected. Root Cause Node: PetSite, Target Node: SimpleSystemsManagement_AWS::SimpleSystemsManagement, Affected Metric: availability_Average. Path: ['PetSite', 'SimpleSystemsManagement_AWS::SimpleSystemsManagement']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.068374992, Root Cause: PetSite."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.103660612,latency_p99,"['PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",2_25,The path of the issue is from PetSearch_AWS::ECS::Fargate to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.103660612 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p99. Path: ['PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.103660612, Root Cause: PetSearch_AWS::ECS::Fargate."
payforadoption_AWS::ECS::Container,amazon.com_remote,latency,0.053205129,availability_Average,"['PetSite', 'payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_20,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container, to amazon.com_remote.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.053205129 was detected. Root Cause Node: amazon.com_remote, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: availability_Average. Path: ['PetSite', 'payforadoption_AWS::ECS::Container', 'amazon.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.053205129, Root Cause: amazon.com_remote."
www.amazon.com_remote,payforadoption_AWS::ECS::Container,latency,0.052194039,availability_Average,"['payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']",2_32,The path of the issue is from payforadoption_AWS::ECS::Container to www.amazon.com_remote.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.052194039 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: www.amazon.com_remote, Affected Metric: availability_Average. Path: ['payforadoption_AWS::ECS::Container', 'www.amazon.com_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.052194039, Root Cause: payforadoption_AWS::ECS::Container."
payforadoption_AWS::ECS::Container,execute-api.us-west-2.amazonaws.com_remote,latency,0.10356793,latency_p90,"['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']",1_12,The path of the issue is from payforadoption_AWS::ECS::Container to execute-api.us-west-2.amazonaws.com_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.10356793 was detected. Root Cause Node: execute-api.us-west-2.amazonaws.com_remote, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: latency_p90. Path: ['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.10356793, Root Cause: execute-api.us-west-2.amazonaws.com_remote."
